% Model,A0_C1_A0_C1_B0_C1_B0_C1_st235_new.mph
% Version,COMSOL 6.4.0.343
% Date,"Aug 7 2026, 11:17"
% Table,Table 4 - Global Evaluation 4
% eta_P,lamda (nm),theta (deg),freq (THz),"Reflectance, order 0 (1)"
0,770,29.999999999999996,389.34085454545453,0.11733444817806063
0,770,40,389.34085454545453,0.1350804560926592
0,770,50,389.34085454545453,0.1757858626638964
0,770,59.99999999999999,389.34085454545453,0.22851878555746735
0,770,70,389.34085454545453,0.22355775523163007
0,770,80,389.34085454545453,0.2898532210627037
0,780,0,384.3493051282051,0.18298770934080133
0,780,10,384.3493051282051,0.12161947437642623
0,780,20,384.3493051282051,0.06577188400951454
0,780,29.999999999999996,384.3493051282051,0.13136648994433656
0,780,40,384.3493051282051,0.18484456413291558
0,780,50,384.3493051282051,0.21640573667386775
0,780,59.99999999999999,384.3493051282051,0.16246484332124683
0,780,70,384.3493051282051,0.2871615588288047
0,780,80,384.3493051282051,0.25661108408026473
1,379.99999999999994,0,788.9275210526316,0.10629129258194923
1,379.99999999999994,10,788.9275210526316,0.16146441569073605
1,379.99999999999994,20,788.9275210526316,0.3683657861709144
1,379.99999999999994,29.999999999999996,788.9275210526316,0.47931361007598833
1,379.99999999999994,40,788.9275210526316,0.10893046565838627
1,379.99999999999994,50,788.9275210526316,0.1971038401518272
1,379.99999999999994,59.99999999999999,788.9275210526316,0.19673610819123805
1,379.99999999999994,70,788.9275210526316,0.2285968393057543
1,379.99999999999994,80,788.9275210526316,0.34366576847052827
1,390,0,768.6986102564102,0.4200314149488243
1,390,10,768.6986102564102,0.33289435604354356
1,390,20,768.6986102564102,0.2719425125864602
1,390,29.999999999999996,768.6986102564102,0.09249974883043767
1,390,40,768.6986102564102,0.0220090859950771
1,390,50,768.6986102564102,0.288562677667273
1,390,59.99999999999999,768.6986102564102,0.37005382480118637
1,390,70,768.6986102564102,0.42365374320991667
1,390,80,768.6986102564102,0.542393666426611
1,400,0,749.481145,0.4975179144754297
1,400,10,749.481145,0.4006166045538275
1,400,20,749.481145,0.3158681486235769
1,400,29.999999999999996,749.481145,0.16413425991723862
1,400,40,749.481145,0.10432248662551374
1,400,50,749.481145,0.35316428253478455
1,400,59.99999999999999,749.481145,0.3530276235240756
1,400,70,749.481145,0.4513563377002341
1,400,80,749.481145,0.6182077575351885
1,410,0,731.2011170731707,0.6698952580784854
1,410,10,731.2011170731707,0.582654423266375
1,410,20,731.2011170731707,0.3706347332779308
1,410,29.999999999999996,731.2011170731707,0.154243280797351
1,410,40,731.2011170731707,0.20378914024039485
1,410,50,731.2011170731707,0.298252325735228
1,410,59.99999999999999,731.2011170731707,0.4420651386485052
1,410,70,731.2011170731707,0.42550870739542573
1,410,80,731.2011170731707,0.6062661336830052
1,419.99999999999994,0,713.7915666666668,0.7151617335943256
1,419.99999999999994,10,713.7915666666668,0.6037239409665207
1,419.99999999999994,20,713.7915666666668,0.374503297767818
1,419.99999999999994,29.999999999999996,713.7915666666668,0.06044368535888524
1,419.99999999999994,40,713.7915666666668,0.18416253019530374
1,419.99999999999994,50,713.7915666666668,0.2793429922555182
1,419.99999999999994,59.99999999999999,713.7915666666668,0.45457071680109895
1,419.99999999999994,70,713.7915666666668,0.4885581927066027
1,419.99999999999994,80,713.7915666666668,0.573495579916666
